# time(ps) Nwater Force (pN) Pressure Dif (atm) 
162 180 12508.74 26953.10186262087
163 182 12647.725999999999 27252.580772205547
164 182 12647.725999999999 27252.580772205547
165 184 12786.712 27552.059681790226
166 184 12786.712 27552.059681790226
167 181 12578.232999999998 27102.841317413207
168 178 12369.753999999999 26653.622953036196
169 184 12786.712 27552.059681790226
170 181 12578.232999999998 27102.841317413207
171 180 12508.74 26953.10186262087
172 181 12578.232999999998 27102.841317413207
173 183 12717.219 27402.320226997883
174 180 12508.74 26953.10186262087
175 182 12647.725999999999 27252.580772205547
176 179 12439.247 26803.362407828532
177 184 12786.712 27552.059681790226
178 178 12369.753999999999 26653.622953036196
179 182 12647.725999999999 27252.580772205547
180 184 12786.712 27552.059681790226
181 179 12439.247 26803.362407828532
182 179 12439.247 26803.362407828532
183 180 12508.74 26953.10186262087
184 183 12717.219 27402.320226997883
185 177 12300.260999999999 26503.883498243853
186 181 12578.232999999998 27102.841317413207
187 180 12508.74 26953.10186262087
188 179 12439.247 26803.362407828532
189 176 12230.768 26354.14404345152
190 174 12091.782 26054.66513386684
191 184 12786.712 27552.059681790226
192 184 12786.712 27552.059681790226
193 187 12995.190999999999 28001.278046167237
194 187 12995.190999999999 28001.278046167237
195 181 12578.232999999998 27102.841317413207
196 185 12856.205 27701.799136582562
197 178 12369.753999999999 26653.622953036196
198 180 12508.74 26953.10186262087
199 177 12300.260999999999 26503.883498243853
200 181 12578.232999999998 27102.841317413207
