# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 166 11535.838 24856.749495528136
2 166 11535.838 24856.749495528136
3 180 12508.74 26953.10186262087
4 177 12300.260999999999 26503.883498243853
5 185 12856.205 27701.799136582562
6 178 12369.753999999999 26653.622953036196
7 178 12369.753999999999 26653.622953036196
8 178 12369.753999999999 26653.622953036196
9 184 12786.712 27552.059681790226
10 187 12995.190999999999 28001.278046167237
11 183 12717.219 27402.320226997883
12 180 12508.74 26953.10186262087
13 188 13064.684 28151.017500959577
14 180 12508.74 26953.10186262087
15 184 12786.712 27552.059681790226
16 182 12647.725999999999 27252.580772205547
17 187 12995.190999999999 28001.278046167237
18 187 12995.190999999999 28001.278046167237
19 183 12717.219 27402.320226997883
20 183 12717.219 27402.320226997883
21 181 12578.232999999998 27102.841317413207
22 187 12995.190999999999 28001.278046167237
23 185 12856.205 27701.799136582562
24 181 12578.232999999998 27102.841317413207
25 185 12856.205 27701.799136582562
26 183 12717.219 27402.320226997883
27 186 12925.697999999999 27851.538591374898
28 185 12856.205 27701.799136582562
29 186 12925.697999999999 27851.538591374898
30 185 12856.205 27701.799136582562
31 184 12786.712 27552.059681790226
32 182 12647.725999999999 27252.580772205547
33 183 12717.219 27402.320226997883
34 181 12578.232999999998 27102.841317413207
35 182 12647.725999999999 27252.580772205547
36 183 12717.219 27402.320226997883
37 182 12647.725999999999 27252.580772205547
38 184 12786.712 27552.059681790226
39 183 12717.219 27402.320226997883
40 178 12369.753999999999 26653.622953036196
41 176 12230.768 26354.14404345152
42 181 12578.232999999998 27102.841317413207
43 184 12786.712 27552.059681790226
44 185 12856.205 27701.799136582562
45 181 12578.232999999998 27102.841317413207
46 180 12508.74 26953.10186262087
47 180 12508.74 26953.10186262087
48 183 12717.219 27402.320226997883
49 183 12717.219 27402.320226997883
50 179 12439.247 26803.362407828532
51 185 12856.205 27701.799136582562
52 189 13134.177 28300.756955751913
53 182 12647.725999999999 27252.580772205547
54 179 12439.247 26803.362407828532
55 183 12717.219 27402.320226997883
56 185 12856.205 27701.799136582562
57 179 12439.247 26803.362407828532
58 183 12717.219 27402.320226997883
59 186 12925.697999999999 27851.538591374898
60 190 13203.669999999998 28450.496410544252
61 185 12856.205 27701.799136582562
62 187 12995.190999999999 28001.278046167237
63 184 12786.712 27552.059681790226
64 181 12578.232999999998 27102.841317413207
65 175 12161.275 26204.40458865918
66 183 12717.219 27402.320226997883
67 188 13064.684 28151.017500959577
68 188 13064.684 28151.017500959577
69 186 12925.697999999999 27851.538591374898
70 184 12786.712 27552.059681790226
71 184 12786.712 27552.059681790226
72 183 12717.219 27402.320226997883
73 184 12786.712 27552.059681790226
74 186 12925.697999999999 27851.538591374898
75 183 12717.219 27402.320226997883
76 188 13064.684 28151.017500959577
77 177 12300.260999999999 26503.883498243853
78 187 12995.190999999999 28001.278046167237
79 189 13134.177 28300.756955751913
80 181 12578.232999999998 27102.841317413207
81 180 12508.74 26953.10186262087
82 180 12508.74 26953.10186262087
83 187 12995.190999999999 28001.278046167237
84 183 12717.219 27402.320226997883
85 187 12995.190999999999 28001.278046167237
86 185 12856.205 27701.799136582562
87 187 12995.190999999999 28001.278046167237
88 184 12786.712 27552.059681790226
89 184 12786.712 27552.059681790226
90 185 12856.205 27701.799136582562
91 180 12508.74 26953.10186262087
92 183 12717.219 27402.320226997883
93 180 12508.74 26953.10186262087
94 186 12925.697999999999 27851.538591374898
95 186 12925.697999999999 27851.538591374898
96 184 12786.712 27552.059681790226
97 182 12647.725999999999 27252.580772205547
98 189 13134.177 28300.756955751913
99 188 13064.684 28151.017500959577
100 184 12786.712 27552.059681790226
101 185 12856.205 27701.799136582562
102 176 12230.768 26354.14404345152
103 184 12786.712 27552.059681790226
104 185 12856.205 27701.799136582562
105 182 12647.725999999999 27252.580772205547
106 185 12856.205 27701.799136582562
107 185 12856.205 27701.799136582562
108 183 12717.219 27402.320226997883
109 177 12300.260999999999 26503.883498243853
110 188 13064.684 28151.017500959577
111 188 13064.684 28151.017500959577
112 181 12578.232999999998 27102.841317413207
113 187 12995.190999999999 28001.278046167237
114 187 12995.190999999999 28001.278046167237
115 189 13134.177 28300.756955751913
116 181 12578.232999999998 27102.841317413207
117 182 12647.725999999999 27252.580772205547
118 175 12161.275 26204.40458865918
119 184 12786.712 27552.059681790226
120 183 12717.219 27402.320226997883
121 183 12717.219 27402.320226997883
122 179 12439.247 26803.362407828532
123 182 12647.725999999999 27252.580772205547
124 182 12647.725999999999 27252.580772205547
125 182 12647.725999999999 27252.580772205547
126 180 12508.74 26953.10186262087
127 183 12717.219 27402.320226997883
128 179 12439.247 26803.362407828532
129 183 12717.219 27402.320226997883
130 182 12647.725999999999 27252.580772205547
131 180 12508.74 26953.10186262087
132 173 12022.288999999999 25904.925679074502
133 182 12647.725999999999 27252.580772205547
134 186 12925.697999999999 27851.538591374898
135 187 12995.190999999999 28001.278046167237
136 177 12300.260999999999 26503.883498243853
137 182 12647.725999999999 27252.580772205547
138 181 12578.232999999998 27102.841317413207
139 174 12091.782 26054.66513386684
140 182 12647.725999999999 27252.580772205547
141 178 12369.753999999999 26653.622953036196
142 181 12578.232999999998 27102.841317413207
143 184 12786.712 27552.059681790226
144 182 12647.725999999999 27252.580772205547
145 186 12925.697999999999 27851.538591374898
146 183 12717.219 27402.320226997883
147 178 12369.753999999999 26653.622953036196
148 175 12161.275 26204.40458865918
149 173 12022.288999999999 25904.925679074502
150 184 12786.712 27552.059681790226
151 183 12717.219 27402.320226997883
152 181 12578.232999999998 27102.841317413207
153 180 12508.74 26953.10186262087
154 180 12508.74 26953.10186262087
155 184 12786.712 27552.059681790226
156 180 12508.74 26953.10186262087
157 179 12439.247 26803.362407828532
158 186 12925.697999999999 27851.538591374898
159 188 13064.684 28151.017500959577
160 185 12856.205 27701.799136582562
161 186 12925.697999999999 27851.538591374898
